,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78
source_dataset:RL,-0.47391108,0.912584,0.280011,1.4829323,-0.42097983,0.6600318,-2.9086661,-1.6075822,1.1054299,0.5780694,1.7020956,-0.7499348,-1.2332383,-0.41233152,-0.5450646,1.884247,-1.3335845,-0.31156635,1.3505298,1.9130622,2.008514,-0.9534014,-1.0354627,-1.1242939,2.6553528,1.8838482,-0.06358386,-1.1906258,-0.59216744,0.07321674,-0.17002028,1.3205379,0.98443985,1.1848476,0.8501167,-1.261672,1.6956675,-0.3279547,-1.5190845,0.66278297,0.077551335,-0.972696,0.6708271,0.5956973,-2.5136378,-0.4474173,-0.47133702,0.5307332,0.16826808,-0.7247909,-0.122416094,1.2447567,1.1001554,0.030158354,-0.6497974,0.71190375,-0.73071706,-0.42063573,0.35174048,-1.6317216,0.32925534,-0.24402967,1.5789539,-0.087264955,1.1759597,2.1564612,0.7444006,0.04091122,0.041541584,0.26653773,0.86617297,0.7895963,-2.5357614,0.062081918,-0.851184,-0.13734697,-0.461988,-1.2823964,0.89373046
source_dataset:T84,-0.35769466,-0.73465514,0.7337321,2.0091412,1.0552338,-0.3590182,2.569774,0.3198187,-1.5766441,-1.2783508,-0.7429534,-0.060616497,0.1684452,1.7458895,2.7520337,2.852101,-0.42674848,-0.7542272,-0.20661412,-0.15460819,1.7347091,-0.30112243,-0.64442766,-0.39260298,-0.29643643,-1.2614844,0.70094293,1.6453147,-0.7029294,0.77624434,-0.09386071,-2.6207068,0.19317839,-0.4152882,-0.35937285,-1.03947,-0.20124523,1.1667632,0.5095209,0.6441862,0.6277448,0.27012825,0.63328224,0.43897897,0.46102163,-0.9669892,1.3519009,-1.0428867,2.0750973,-0.7448128,-0.7132603,1.1411475,-0.018733071,0.06011434,-0.6907154,0.19949558,1.3835847,0.87565076,1.295999,-0.38303953,-0.44688395,0.20317481,-1.5289445,0.52587044,-0.38861448,-1.9920007,-0.32296127,0.23418415,0.63394475,0.06267239,-0.18834494,-0.5217007,1.8826532,1.044393,0.6197647,-1.0016261,-2.5284147,-0.59216076,-0.7736276
source_dataset:TE-9,1.0080706,1.0550268,-1.2329308,1.4064204,-1.7071704,1.1904039,2.1721005,-0.52327853,-0.3009575,-2.8523066,0.4258168,-0.9813857,0.9668007,1.4526842,0.57548165,0.49603626,-0.19786753,-0.46339226,1.2092195,-0.999752,-0.5312141,1.117729,-0.14321586,0.99952227,-1.3646543,1.4813831,1.3031139,2.9928558,0.18168703,0.74943256,-0.18168549,-0.4388383,0.67191243,0.17634976,-1.2437632,-1.416534,-1.0243819,0.19334191,0.6138484,0.44436428,-0.29193455,-0.063555084,-0.3890771,-0.22656539,-0.7672712,0.8562967,0.31736284,0.63814455,0.50412065,0.665243,-1.9364042,-1.1015103,-2.1880064,0.19628775,1.4972242,-1.2924703,0.5123991,1.0197365,1.7685851,0.9492586,-0.69171244,1.2608362,0.40540683,2.045644,0.5059561,-2.2191753,1.3093659,2.019911,1.0097052,-0.2205882,0.4771178,0.0054623187,2.0687747,1.1983569,0.09900154,1.0340706,0.08063573,-1.3602742,-0.1205678
source_dataset:SW1573,-1.0299364,-0.8570196,1.6213832,0.36928058,0.51613486,-0.0041499287,1.2290666,1.2577227,-0.95546997,0.24834323,0.106128775,-1.0227686,-0.49962604,0.22887866,-0.023459129,-0.120348394,-0.79026836,0.080061756,-1.3049498,0.48915988,0.4285962,-0.22128248,0.2876965,0.018127412,-0.99686,-1.0793352,-2.4445593,-0.66133165,-0.62886125,-0.7989301,0.8861028,0.5731065,1.1829728,-0.6875725,-0.0008789003,0.13781178,0.7724891,0.48007417,1.2968221,-0.022466335,-0.2668895,0.52287114,0.5663375,1.2614291,0.9813349,1.2770189,-0.3155723,1.0358199,0.08026137,-0.39999852,-1.1670823,-1.0649433,-0.6837818,-0.21904205,0.32456264,0.32452112,-0.92706984,-0.36192426,0.6605207,-0.0120199835,-0.5360452,-1.231669,-0.10187946,0.013276808,-0.36317694,-0.34701818,0.29890642,0.21564978,-0.43817174,-1.124028,1.9277836,0.41856527,0.8969843,-1.4384304,0.45399407,0.02624615,0.28044248,-0.74612963,1.9113054
source_dataset:MG-63,0.5180951,0.7315533,0.29049504,-1.4109998,-0.17665917,0.36864302,-0.51656085,-0.037264816,-0.9692969,1.1992713,-0.42199954,1.467101,0.052168116,-0.022077654,-0.105631225,-1.3251845,0.051409822,-2.15411,0.102358095,0.56096154,-2.781823,-1.0228426,-1.6995894,0.6133944,-0.13071498,-0.49277103,-1.073579,-0.31319115,0.2897517,1.7411277,0.87420654,1.7059499,-0.47243896,-1.0306978,0.18180816,-0.020605605,1.0721873,-0.71548873,-1.2731037,-1.7973152,0.7814333,0.5098025,-1.5497594,0.4982283,0.20660034,-1.235254,-0.54380774,0.85380137,0.19814523,0.5718843,0.70164144,-0.164029,0.42992485,1.3259214,-0.4885054,0.52616054,-0.14204334,0.051699396,-0.7107781,1.2530335,-0.676399,-0.09018244,-0.90606046,-0.32975304,-0.3773478,-0.013547484,-0.14666931,-0.5094342,-1.7934223,0.24372782,2.0224414,0.56530094,-0.947423,-0.30836052,-1.1216909,-0.94155717,1.0253669,-1.037702,0.109525464
source_dataset:SK-MEL-3,-1.4439361,0.22147004,-0.43144125,-0.7629776,1.2099274,2.0647817,0.0045877583,1.2324128,-0.0873999,-0.22847536,1.2984847,1.5237538,0.45034212,0.43683556,0.99720097,-1.3520408,-0.85634285,0.38201395,-1.1123141,-1.7955657,0.91115093,0.042661313,0.14152168,-1.6339767,-0.37860486,-0.24564745,0.33507743,-0.5841432,2.0938897,2.4461772,-0.37256274,-0.14909822,-0.47148466,-1.1783247,0.12927823,2.1490645,-1.2436938,0.32627448,0.7397368,0.17871684,-0.43339235,0.9185299,0.3274745,-0.7970871,2.363733,1.639187,1.3127646,-0.47756743,0.07561061,-0.013764143,2.2752771,1.5958017,2.4899201,-0.32810712,-1.1837437,0.2464189,-1.1128155,-2.3614743,-1.7005293,0.1568858,-0.9525561,-1.3547069,0.3016953,1.2072186,-1.2241405,-0.5059427,0.43592015,-1.6175206,-0.7991578,-0.40043,-0.21781817,0.6288523,-0.6686717,0.18815137,-0.08628658,0.6818873,1.2224238,-0.41818964,-0.782885
source_dataset:HCC78,-0.43321615,-1.9911737,0.51478565,1.1352711,-1.5599171,-0.43857038,0.18533543,0.10227248,-0.2755341,0.54926187,-0.5283771,-1.3183069,-0.8635802,1.5792725,-0.66999495,1.9738022,0.58456886,-3.575363,-0.5662856,-0.040098958,-0.71022654,0.2696892,-1.2758262,-0.71965677,-0.31730947,-0.75150025,1.0112134,-0.39552706,1.8567947,-0.13741489,0.4660147,0.009654668,-0.63255286,-0.6540144,0.7756753,-1.5090213,-0.32666916,0.68906003,-1.1151558,-0.24000114,-1.2544482,-1.7616246,-0.9169695,0.47223333,0.6217183,-0.24117556,2.5983076,1.1539503,0.49462467,1.217808,-0.33409384,-0.5991068,-1.8265104,-0.46371704,-0.2543952,0.02977606,1.4698472,-0.27719977,-1.0424191,0.7504505,-0.011627048,1.8104101,0.26688054,0.16184765,-0.5285668,-1.335238,-0.99399275,0.42911845,0.2369899,1.5199133,-1.2882135,0.16080028,-1.8837684,-1.2151065,-0.66959727,-0.041367583,-1.4828048,1.7618716,-0.010712162
source_dataset:G-401,-0.8602387,0.037536778,0.9553814,0.05993437,-0.040393647,-0.83273476,-0.27643263,-0.38528812,-1.0520437,-0.16077107,0.7633361,0.42427784,0.1032241,-1.0206094,0.58414173,0.7576358,-1.9732533,0.05663654,-0.9987121,-1.5682356,-2.3755193,-2.2150323,0.8736581,0.5763293,-0.8129571,0.7092899,-1.4443669,0.76186335,-0.90105444,0.67972475,0.13216299,0.9207376,0.7863089,-0.21158952,-0.5577563,0.07423157,0.75207686,-0.22135232,1.8429703,-0.5015208,-0.8157421,1.7146316,0.06664805,0.09979917,-0.45541435,0.7445677,0.16866678,0.16715391,0.12251887,-1.5037744,2.1598022,-1.04124,1.6255866,-1.4520171,2.0009105,2.309838,0.41739503,1.1361208,-1.4478782,-2.2188735,-0.018167613,0.29184008,0.6180804,-0.23982249,0.11519723,2.4232063,-0.59247804,-0.525352,-0.440477,-1.2995191,1.2754182,0.78410083,0.58411515,1.6437391,0.8281722,0.38966894,3.101738,-0.802568,-0.25003016
source_dataset:SW1088,-0.13446522,-0.30020434,0.12744445,-1.3860024,0.42364842,-0.2547813,0.27579233,1.005543,0.7752736,1.181479,-0.6624971,0.726742,-0.34296104,-1.2533334,-0.33877417,-1.1521355,0.14937288,0.017043129,-1.0786881,1.2158961,-0.7808592,0.052961834,-0.80789816,0.3547617,-0.19908251,-0.34399176,-1.4129326,-0.08820371,-0.73393977,-0.18332444,0.43192667,1.7494494,-1.1369537,-0.85974413,0.09178497,0.56205314,0.06658581,0.74577934,-0.21669114,-1.5635834,-0.015557513,-0.74727666,-0.7761698,0.7683424,1.3295301,-1.0137846,0.3792956,0.16016388,-1.0233463,0.5895718,-0.9369433,-0.51376224,-0.78202933,2.5515983,-0.7058431,0.3539745,-1.1702517,-1.3673145,-0.5079725,2.1854715,-1.7251294,-0.47918203,-0.32454166,-0.7155935,-0.5518459,0.00913221,-0.36574835,-0.70169663,-1.6878133,-1.3086008,0.48073852,1.6214703,-0.23112579,-0.6474044,-0.4862395,-1.1838654,0.97599113,0.17255916,2.0188558
source_dataset:NCI-H748,-0.35886508,1.4436709,-1.4505059,-1.7351333,0.899661,-0.11789476,-0.20678635,-0.26643816,2.4600902,0.9509986,-1.1786069,1.5078439,0.6171702,-1.1355097,-0.8855169,1.533307,0.65107393,1.6315037,0.2461821,1.5229473,0.29986772,-0.16076119,-1.1705507,0.30011687,0.3026169,-0.8769542,2.2673075,-0.767269,0.6929336,-0.30602348,0.37648726,-0.09238965,-0.0035354272,-0.13874859,1.1510264,-0.5067836,0.67102337,0.23959202,0.7099747,2.5455394,1.6853825,1.941747,-0.064625286,-0.30528006,-0.19694136,-0.22183006,-1.4892447,-2.0185525,-0.12468464,-0.5399333,0.46681118,-0.47698277,0.2023327,-2.070842,0.040792942,1.3391378,-0.82009387,-0.25518262,1.0438226,-0.95614344,0.40885636,0.26875165,-0.84979236,-1.1810632,-2.2098403,2.3289297,-0.8730654,1.3728898,-0.26083356,-0.16206357,-0.08559501,-0.9084003,0.16265234,0.33914432,-1.1213288,0.53277904,-0.66292787,0.36724365,0.09337634
source_dataset:NCI-H630,-1.3941756,0.47183254,-0.07921334,0.62554705,0.88611543,-0.3442489,1.4641107,0.059904423,-0.38546023,-1.1185876,-0.12700182,0.38162112,0.19101806,2.414658,1.0660679,2.9607117,-0.7660792,-0.6674928,0.26805136,0.5995314,1.6535761,-0.8943497,0.08537154,-0.5723106,1.2127655,-0.9356818,1.343894,1.3208487,0.14924164,1.1512686,-0.8797088,-0.89887166,-0.13630748,0.5264879,0.06385036,-0.28712866,-0.13296768,0.7416799,0.09627709,-0.27043894,0.7249994,0.91750234,-0.20856124,-0.74811566,0.97932255,-1.6174661,0.7534974,-1.1272678,2.9637067,-0.80711114,0.8853966,0.84312963,0.918039,0.16645628,0.11097062,-0.35548753,1.9354558,0.51283336,0.5330982,-0.6345974,0.7934592,0.31735948,-1.1349574,-0.52482885,-0.31140447,-1.1126434,-1.3327539,-0.39321813,1.2382936,0.6602508,-0.9362885,-1.595158,0.45062113,1.413723,-0.64063406,-1.40914,-2.8246992,0.9267612,-0.07005579
source_dataset:WRO,0.4797655,-1.2795753,-0.5219462,-0.76269615,0.172585,-1.2510779,0.80352366,0.5905914,-0.7773189,0.18387648,-0.3241837,1.6009692,0.1401897,-1.2383965,0.16725242,-0.056674972,-0.70748854,0.67056525,2.9954643,-1.1786449,-0.9817124,-0.6539892,-0.49767178,1.8032818,-0.5146954,-0.40254456,-0.5593167,0.093272835,0.006710209,0.48770115,-0.5286461,2.6084118,-1.7319725,-0.16927698,-0.5667109,1.7871925,0.69491506,0.5312502,1.3265078,-0.7010599,1.6639328,1.2076542,-0.9569178,0.79036045,0.31653923,0.1570017,-0.6478243,0.4563971,1.8106245,-0.47448957,-0.4712326,0.10317252,1.3156867,1.5169493,-1.162204,-0.8365449,-1.6916654,-1.4632442,-1.651882,0.7387462,-1.8048233,0.23794238,0.2013164,-0.55980873,0.5754166,-0.60169905,0.24428916,1.3022858,-1.7032534,0.33622822,3.1895084,-0.12503925,0.82919997,-0.9608792,0.30332613,-0.1335904,1.1413262,-2.470561,-0.3779346
source_dataset:NCI-H2444,0.4873978,-1.6116683,0.53405493,-0.19655986,-1.4417883,-1.3527868,0.1280458,0.687045,0.6228999,0.32657045,0.6205007,0.2845391,-0.5745492,-0.29013804,-0.835231,1.267271,0.16181912,-0.8459206,-0.69247985,-0.0023314506,-1.7319026,0.07668199,-1.141367,-0.726474,-0.061778836,-1.2638702,0.33076507,0.39645103,1.3666639,-1.2985597,-0.8903907,0.6571184,1.4524885,1.0320698,1.3936045,-0.43983278,-1.2728904,1.2677808,-0.17016388,0.99130404,-0.8016901,-0.92138356,0.1596875,1.0691701,1.7589077,0.10238576,1.5598347,0.4432256,0.35307753,1.1613005,-0.22924656,-0.8207373,-1.7009499,0.20221184,0.120006934,0.26905975,1.0817965,0.114816375,-1.4131718,-0.03291072,0.81498325,1.1032255,-0.068506904,-0.20310032,0.3745088,-1.2849431,-0.06328485,0.13741907,0.6917889,1.6750576,-1.1732247,-0.20148581,-1.6709824,-2.2136314,0.26682672,-0.5571394,-0.24716786,1.537835,0.81352615
source_dataset:D283 Med,-1.1077554,0.703028,1.1117462,-0.63758,0.6729129,-0.56620544,1.3092574,0.2579544,-1.3488134,-1.5293096,-0.088169135,1.5119201,-0.19680128,0.40979427,-0.2541112,1.1024283,-1.8276864,-0.60456866,-0.07166865,0.36770043,-2.8811016,-1.0637081,0.6426487,0.4616015,-1.065581,-0.7964155,-0.0109021105,0.19071513,1.1635817,1.6098825,1.4980614,1.7922544,3.2094026,0.6882715,1.8333797,-1.395855,-0.73431957,0.30510834,2.3557718,0.038185284,1.8204752,0.965696,0.83372617,-0.3727754,0.69705665,-0.37062418,-0.3263912,-0.8244911,0.07887675,-0.35938513,-0.39050293,-0.24849105,0.6547611,-0.015104972,-0.7004586,1.5885105,-1.4507148,-0.5716271,-1.7248731,-2.3281708,1.5689468,-0.5104854,0.5839742,-0.5385865,0.40321633,1.8551702,-2.3488607,-0.6619789,0.8276794,-0.29174176,0.6635631,0.008279711,-0.032864746,1.5457207,-0.3793183,-1.2908187,2.9638777,-0.2153354,1.8627635
source_dataset:RPMI-8866,-0.6967869,1.9906386,-0.6011119,1.366423,1.719893,0.6817475,-2.688122,-0.963261,-0.35423276,1.6159214,1.0484097,0.35091823,-0.9568014,-0.6981653,0.79270744,0.85260284,0.15526503,-0.96596134,0.6463219,1.2851108,1.5755397,-0.748759,-0.35535634,-1.6705346,2.5885541,0.84091926,1.2964377,-3.1081672,0.82006264,0.96811616,0.13677146,-1.3711947,1.3605837,-0.61119556,-1.0544714,-0.6750551,0.5012138,-0.33801493,-2.559019,0.105794534,0.6546945,-0.56085885,1.9485476,-1.0591873,-1.3461652,-0.3303574,-0.07112338,0.29853687,0.5489162,0.47858733,-0.43189597,3.2119365,-0.09096313,-0.5150559,-0.008996934,0.8290912,-0.724399,0.21601528,0.061732754,-0.27971846,-0.24329375,0.5259901,1.0548123,1.3430555,-1.1745754,1.4633577,-0.35242385,-0.18329383,0.8288356,-0.097032145,0.54909164,-0.09828449,-2.131,0.4257628,-0.091546305,0.6929359,-1.0113456,-1.8196982,0.7745079
source_dataset:KU-19-19,-0.7730298,1.0692841,-1.1481068,1.6570721,-2.252653,0.66106755,1.2005961,0.17957234,0.4173996,-2.4830902,-1.0309975,-1.6598544,-0.65471095,1.2153374,-1.4299123,0.09240525,0.31566378,1.2841973,0.4884176,-0.13245074,1.1186887,0.46900466,-0.40180743,-0.91545326,-1.3644376,0.3815928,0.6154743,0.76919514,-0.6237083,-1.6114935,-0.3300888,0.14841752,0.33672667,-1.2363666,0.49261165,-1.371109,-2.2880263,0.7248877,0.6089586,-0.20408088,-0.8922367,-1.270508,-2.1088097,-0.062958784,-1.1335008,1.7708172,-1.0425282,1.2439828,0.6368676,-0.8628503,-0.72857857,-1.0325646,-0.9291178,-1.4336087,0.6677181,0.9329825,-0.76391435,-0.50162286,0.035978615,1.6447197,1.7519614,0.9222203,-0.8736645,-1.8821367,-0.62790966,-1.6074368,1.0691875,2.1246688,-0.18270935,0.40612727,-0.5002027,1.2705238,1.6105583,-1.4574895,-1.1859405,-0.28653297,-0.3031281,-2.3010738,0.0119298585
source_dataset:KON,2.351376,1.3579631,-0.4840954,1.1873684,-1.4603662,1.1849293,2.065673,0.37733677,-0.8822492,-2.7650225,-0.7794149,-0.5044789,0.6625183,0.5925458,0.9346294,-0.57379913,-1.2288344,0.18332848,1.6050141,0.22384186,-0.3040509,1.8931772,-0.81701106,0.2684948,-2.119142,1.0919737,1.3548253,3.3747466,1.3662924,-0.2861996,-0.6782195,0.7279112,-0.010368668,-0.76934004,-2.1730175,-1.201897,-1.6217031,1.6241504,2.0625498,-0.008382198,0.4286866,0.14824659,0.4792125,0.44814768,0.066361874,-0.075963564,0.94907343,0.7614165,0.98719627,-0.3391349,-1.5516106,-0.5099092,-1.2898282,-0.6210098,0.69655824,-1.526384,0.2754393,0.11552383,0.7025933,0.82768613,-0.42998853,0.10343899,0.16475148,0.1434859,1.8466908,-2.4094505,3.208239,1.7799503,0.02280849,0.5346333,0.8435243,1.180225,1.5476699,0.02267689,1.3632444,0.66013,0.9813001,-1.3685838,0.08518148
source_dataset:KMRC-1,1.6819195,-0.17112248,0.61883557,-2.053561,0.7739852,-0.45928538,1.6288116,2.0419776,-1.309093,1.1868784,-0.08239333,1.0956397,-0.31521496,-1.1931605,-0.13352387,-0.25285643,0.2921194,-0.5233057,1.2242265,0.85585284,-0.76399267,1.427799,-2.019332,-0.970283,-0.31833228,0.47980347,-0.73102635,-0.33188927,1.4867508,-0.70470655,-0.14954893,1.7820172,-1.1391618,0.10628243,-1.4906768,1.4383786,0.7515894,0.18282327,-1.7446991,-0.4325513,1.0295534,-1.3265283,0.0511418,0.51882166,1.6987405,-1.2376473,-1.0218459,1.4626564,-1.7183944,1.069782,-1.957297,-0.08918383,-0.3230284,1.5512439,-1.5044818,-0.084367126,-0.48408037,-0.41597304,0.45519766,-0.18711464,-1.2758343,-1.2072724,-1.7894918,0.47283742,0.17361021,-0.3432388,0.26627195,-1.054939,-2.343554,0.8193229,1.2836288,-0.5793817,0.08571291,-1.2851801,-0.47027245,-0.69096667,-1.1813496,-0.81024843,0.61737937
source_dataset:TGBC24TKB,-0.36513948,-0.22343788,-2.0465627,1.3326912,0.031113131,-1.6562376,0.06966187,-0.10556517,-0.7892226,-1.0584517,-2.0894701,-0.36499628,-0.17185177,0.80206984,1.0529324,1.025504,-0.65422857,-0.69459105,0.1979087,0.746657,0.72908235,0.15349779,0.20141919,-0.70558685,1.998679,-0.8544523,-0.5757252,0.5202983,-0.34233367,-1.5341531,-1.0646722,-2.1639335,-0.7706174,0.18451986,-0.23690385,-0.604942,-1.4995238,-1.0733248,0.40286076,0.5738974,-0.3839877,0.39153457,0.82918096,-0.18483634,0.51794237,0.3284409,-0.7803104,0.6787537,0.7255945,-0.022787705,-0.19511758,-0.89945596,-0.15251853,-1.1739204,0.34479955,0.0018947124,1.6680973,1.8351986,0.011907028,0.41307613,0.340555,-0.2597972,0.18208519,-0.2544196,-0.30573583,-1.82567,-0.5197568,0.7587015,0.6436181,0.9364318,-2.3386514,-0.7750858,0.9776064,0.99080145,1.0141816,0.11429071,-1.1534089,1.3548049,0.39634445
source_dataset:RCM-1 [Human rectum adenocarcinoma],0.7305959,0.22625066,0.24316311,2.3187475,0.65671307,-0.20271176,2.554868,0.34464726,-0.7473451,-1.1767809,-0.67856574,-0.767035,-0.013388753,3.3476245,2.377901,1.3287828,-1.6971678,0.003143284,0.12501502,0.9624132,1.5962092,0.36045706,-1.3901224,-0.40321818,-0.34901696,-0.8415081,-0.5879842,1.7892307,-0.78024274,-0.4032644,-0.67719764,-1.3194788,-0.19428344,0.34505618,0.4132571,-0.9669753,-1.6510427,1.1849759,1.6974223,0.6043713,0.6532045,1.1449507,0.1583783,0.88307214,1.1388978,-0.23565802,0.3247953,-0.06477723,1.8983942,-1.2165807,-1.8221202,-0.998488,0.48895818,-1.1757207,0.81679237,-0.6805676,0.7516249,1.7027464,1.9042108,-0.20972693,0.439731,0.2947079,-1.1373996,0.7150327,0.23660061,-2.262092,0.543954,0.525171,0.8746899,0.6896093,0.08050939,-0.6067813,0.8329432,0.14891562,0.4919341,-0.056692544,-2.1939921,-0.58017737,-0.5667949
source_dataset:RKN,0.7501714,0.15401995,0.8872441,-0.09358274,1.4485394,0.81895757,1.0611299,0.6897197,0.3712662,0.41761518,-0.49648747,-1.0635253,-1.6159668,-0.012776947,0.09392062,-0.2989538,1.3008935,0.51389515,-0.15158339,1.6081207,-0.22432111,1.7517765,0.5163497,0.24564488,-2.0780685,0.3680202,-0.94128615,-0.36870006,-1.0086708,-0.5303147,-0.2608579,1.1149539,-0.79553866,-1.055742,-0.27672833,-0.16105042,0.45630497,-0.13923633,-1.0659047,0.11315599,1.0080501,-1.50773,0.14740576,0.05004629,0.8091377,-0.5555611,-0.24525371,0.774382,-0.5277215,0.9887904,-0.822477,-0.681344,-1.4834363,0.73486096,-0.82754385,0.98598737,-0.5240655,-1.0573373,0.89920825,1.3548683,-0.85657525,0.1906975,-0.80618966,-0.23847409,-0.1610442,-0.5157009,0.20026037,-1.2451786,-1.1713736,-1.5319799,-0.45634547,0.79432386,0.78456914,-0.83817244,0.32335407,-1.164401,-0.6228531,-0.46371257,1.3848134
source_dataset:Calu-3,-0.34966815,0.8532284,-1.2764221,1.3017824,-0.08942154,-0.6786906,1.9480395,0.023818064,-1.1238408,-1.2411197,-0.22679272,-0.80559933,0.9718137,1.7504414,0.92975515,1.5145096,-0.6702574,-0.1827453,0.6560444,0.3594146,-0.80980676,1.0739446,-2.9017715,-0.66717255,-0.50407237,0.029901028,0.8049014,-0.017915584,1.2688953,-0.20041928,-0.57197976,-0.9372353,1.0749527,-0.029137999,-0.43773258,-1.5664468,-1.0535884,1.5988954,-0.20233034,0.60449845,-0.72440827,0.67218614,-0.0840973,0.4721286,1.5747747,-0.45944506,1.2806171,0.034835868,1.0196466,1.67424,-1.3888946,-0.17002222,-0.9479292,0.74706876,2.633304,0.4196362,1.166461,1.4496258,-0.7390936,-1.0581439,0.8543653,1.853825,-1.6152583,-0.142804,-0.01633008,-3.7983823,1.7358019,0.11093904,-0.060240917,1.0497425,-0.024758294,-0.87282,-0.20230678,-0.43847597,1.0062355,1.3837359,-0.97921926,-1.7341459,-0.24489118
source_dataset:IST-SL1,-0.9626845,2.0166938,-1.0567042,-1.9378415,0.36724353,-0.20524761,-0.82661915,0.14585328,2.1740065,1.1273752,-1.1887636,1.175032,1.5358146,-0.70428824,-1.5489272,0.92926216,0.2589248,1.2845817,-0.20661458,0.77959275,0.7882468,-0.61496806,-0.6116886,-0.35052955,0.8258245,-0.50903994,1.8252153,-0.72983766,1.5676118,-0.6656273,1.0523758,-0.21722315,0.5986162,-0.3946314,1.2536931,0.0006516278,-0.5012751,-0.023733769,0.81887734,1.2761921,0.48242575,1.1544696,-0.03579904,-0.8868971,-0.35387856,-0.2508579,-1.7096511,-2.0840333,0.32651088,-0.3851376,1.0096443,-0.015948517,0.07037711,-2.8604903,0.70344114,0.17217512,-0.9206579,-0.21019535,0.7069637,-0.821289,1.0479537,0.09569855,0.44618732,-2.270523,-1.9858592,3.0164747,-1.3550265,0.688657,0.4157778,0.53129286,-0.11242212,-1.3919575,0.49012867,0.110377915,-1.4495654,0.44279557,-0.84473544,0.55187964,-0.1127696
source_dataset:VL51,0.025748031,1.6902678,-0.4000894,1.1944888,1.0750079,1.0702214,-2.7240222,-0.4763931,-0.6295116,1.9074944,1.2346376,-1.5670162,-0.6473958,0.57022333,0.45202214,0.037274674,-0.24645555,-1.3583755,0.32348773,0.39691377,1.9111122,-0.36584407,-1.0308009,-1.8398757,1.6607411,0.9983055,0.7634481,-1.7779536,1.0695773,-0.24544881,0.6341667,-0.5189048,1.642539,0.36774817,-1.0418653,-1.0505605,0.82188165,-1.1704416,-1.6976746,-0.8555291,0.3193102,0.30444574,0.6349682,0.15124887,-0.44977766,-0.46243393,-0.44080982,0.74654853,-0.6215098,0.8510658,-0.9144051,1.7313436,1.2100022,0.7266024,-0.5347246,-0.6342756,-2.527975,0.07725376,1.1134893,-0.3898861,-0.2651335,-0.6708276,1.1753842,1.5799663,0.054963514,1.056892,1.6277354,-0.96722734,-0.025563851,0.6403511,0.6812088,1.6879785,-2.9528012,-0.010926358,0.010488093,1.5078712,0.1934875,-2.8643267,0.8612251
source_dataset:EW-3,-0.17071061,-0.30100042,-0.09238074,-1.8813524,-0.5894079,0.26844546,0.66092324,0.7898432,0.32415578,-0.16281343,1.0388514,0.23189262,2.6341143,-0.21614806,1.1622252,-1.0635679,-0.4427077,0.2966595,0.1549161,2.1386468,1.0371013,1.2751884,-0.5828803,1.4148259,-0.1602352,0.7712424,0.6930238,-0.046216168,-1.185168,-0.46491733,1.9357154,0.25963867,-0.1860069,1.311307,0.3307527,1.2281009,1.9802744,-1.3310016,0.9749118,1.7447197,2.361587,0.4288401,2.775936,-1.8636496,-0.98258495,0.042415768,-0.26672512,-0.77949995,-1.362459,0.04615945,1.2627991,-0.46087202,1.4150404,0.36974028,-0.23038408,-0.06376831,-1.273054,0.08595106,0.44962922,-0.4050047,-0.25687385,0.22403881,0.3933723,0.11341425,0.46764457,0.99389267,-1.3853366,-1.4286624,-1.1027653,-1.3132434,0.4182313,-0.9733027,-1.6767328,0.61545783,-1.9906814,-0.34514645,-0.58652586,2.9009428,-1.7660818
